Date,Pet_ID,Species,Breed,Gender,Age_Years,Current_Weight_kg,Daily_Feed_g,Activity_Min_per_Day,BMI_Index,Risk_Prediction,AI_Confidence,Suggested_Action,Early_Warning,Vet_Override
2025-10-18,1,Dog,Labrador,Female,5.6,39.23,1283.8,22,6.43,Healthy,0.91,Maintain current routine,No,No
2025-10-19,1,Dog,Labrador,Female,5.6,39.24,1346.8,38,6.43,Healthy,0.77,Maintain current routine,No,No
2025-10-20,1,Dog,Labrador,Female,5.6,39.35,1311.9,28,6.45,Healthy,0.84,Maintain current routine,No,No
2025-10-21,1,Dog,Labrador,Female,5.6,39.47,1296.7,37,6.47,Healthy,0.8,Maintain current routine,No,No
2025-10-22,1,Dog,Labrador,Female,5.6,39.45,1351.7,29,6.47,Healthy,0.91,Maintain current routine,No,Yes
2025-10-23,1,Dog,Labrador,Female,5.6,39.42,1405.8,35,6.46,Healthy,0.77,Maintain current routine,No,No
2025-10-24,1,Dog,Labrador,Female,5.6,39.5,1551.2,31,6.48,Healthy,0.96,Maintain current routine,No,No
2025-10-25,1,Dog,Labrador,Female,5.6,39.6,1084.0,42,6.49,Healthy,0.97,Maintain current routine,No,No
2025-10-26,1,Dog,Labrador,Female,5.6,39.62,1073.7,43,6.49,Healthy,0.96,Maintain current routine,No,No
2025-10-27,1,Dog,Labrador,Female,5.6,39.52,1265.0,39,6.48,Healthy,0.77,Maintain current routine,No,No
2025-10-28,1,Dog,Labrador,Female,5.6,39.73,1341.9,22,6.51,Healthy,0.82,Maintain current routine,No,No
2025-10-29,1,Dog,Labrador,Female,5.6,39.84,1467.9,33,6.53,Healthy,0.8,Maintain current routine,No,No
2025-10-30,1,Dog,Labrador,Female,5.6,39.74,1295.7,20,6.51,Healthy,0.87,Maintain current routine,No,No
2025-10-31,1,Dog,Labrador,Female,5.6,39.9,1332.3,35,6.54,Healthy,0.91,Maintain current routine,No,No
2025-11-01,1,Dog,Labrador,Female,5.6,39.97,1394.0,20,6.55,Healthy,0.87,Maintain current routine,No,No
2025-11-02,1,Dog,Labrador,Female,5.6,40.15,1127.0,41,6.58,Healthy,0.84,Maintain current routine,No,Yes
2025-11-03,1,Dog,Labrador,Female,5.6,40.3,1136.1,41,6.61,Healthy,0.85,Maintain current routine,No,No
2025-09-05,2,Cat,Sphynx,Male,5.2,6.03,203.7,77,1.06,Healthy,0.76,Maintain current routine,No,No
2025-09-06,2,Cat,Sphynx,Male,5.2,6.21,175.2,61,1.09,Healthy,0.86,Maintain current routine,No,No
2025-09-07,2,Cat,Sphynx,Male,5.2,6.39,189.3,50,1.12,Healthy,0.98,Maintain current routine,No,No
2025-09-08,2,Cat,Sphynx,Male,5.2,6.31,205.8,77,1.11,Healthy,0.82,Maintain current routine,No,No
2025-09-09,2,Cat,Sphynx,Male,5.2,6.26,183.1,76,1.1,Healthy,0.88,Maintain current routine,No,No
2025-09-10,2,Cat,Sphynx,Male,5.2,6.42,208.1,75,1.13,Healthy,0.97,Maintain current routine,No,Yes
2025-09-11,2,Cat,Sphynx,Male,5.2,6.43,203.8,68,1.13,Healthy,0.81,Maintain current routine,No,No
2025-09-12,2,Cat,Sphynx,Male,5.2,6.57,171.0,86,1.15,Healthy,0.93,Maintain current routine,No,No
2025-09-13,2,Cat,Sphynx,Male,5.2,6.64,199.7,77,1.16,Healthy,0.82,Maintain current routine,No,No
2025-09-14,2,Cat,Sphynx,Male,5.2,6.76,177.7,70,1.19,Healthy,0.96,Maintain current routine,No,No
2025-09-15,2,Cat,Sphynx,Male,5.2,6.7,169.0,57,1.17,Healthy,0.85,Maintain current routine,No,No
2025-09-16,2,Cat,Sphynx,Male,5.2,6.87,201.1,58,1.2,Healthy,0.83,Maintain current routine,No,No
2025-09-17,2,Cat,Sphynx,Male,5.2,6.95,161.7,72,1.22,Healthy,0.83,Maintain current routine,No,No
2025-09-18,2,Cat,Sphynx,Male,5.2,7.04,230.0,66,1.23,Healthy,0.76,Maintain current routine,No,No
2025-09-19,2,Cat,Sphynx,Male,5.2,6.98,182.6,86,1.22,Healthy,0.88,Maintain current routine,No,No
2025-09-20,2,Cat,Sphynx,Male,5.2,7.18,212.5,88,1.26,Healthy,0.86,Maintain current routine,No,No
2025-09-21,2,Cat,Sphynx,Male,5.2,7.24,192.5,50,1.27,Healthy,0.9,Maintain current routine,No,No
2025-09-22,2,Cat,Sphynx,Male,5.2,7.42,179.2,60,1.3,Obesity Risk,0.87,"Reduce fat content, increase exercise",No,No
2025-09-23,2,Cat,Sphynx,Male,5.2,7.45,189.6,74,1.31,Obesity Risk,0.93,"Reduce fat content, increase exercise",No,No
2025-09-24,2,Cat,Sphynx,Male,5.2,7.36,182.3,70,1.29,Obesity Risk,0.98,"Reduce fat content, increase exercise",No,No
2025-09-25,2,Cat,Sphynx,Male,5.2,7.27,225.8,67,1.27,Obesity Risk,0.97,"Reduce fat content, increase exercise",No,No
2025-09-26,2,Cat,Sphynx,Male,5.2,7.24,178.7,78,1.27,Healthy,0.77,Maintain current routine,No,No
2025-09-27,2,Cat,Sphynx,Male,5.2,7.4,167.5,69,1.3,Obesity Risk,0.93,"Reduce fat content, increase exercise",No,No
2025-09-28,2,Cat,Sphynx,Male,5.2,7.49,209.3,49,1.31,Obesity Risk,0.85,"Reduce fat content, increase exercise",No,No
2025-09-29,2,Cat,Sphynx,Male,5.2,7.43,169.0,56,1.3,Obesity Risk,0.83,"Reduce fat content, increase exercise",No,No
2025-09-30,2,Cat,Sphynx,Male,5.2,7.35,196.0,72,1.29,Obesity Risk,0.76,"Reduce fat content, increase exercise",No,No
2025-10-01,2,Cat,Sphynx,Male,5.2,7.39,173.9,49,1.3,Obesity Risk,0.86,"Reduce fat content, increase exercise",No,No
2025-10-02,2,Cat,Sphynx,Male,5.2,7.43,190.5,77,1.3,Obesity Risk,0.91,"Reduce fat content, increase exercise",No,No
2025-10-03,2,Cat,Sphynx,Male,5.2,7.49,191.7,54,1.31,Obesity Risk,0.91,"Reduce fat content, increase exercise",No,No
2025-10-04,2,Cat,Sphynx,Male,5.2,7.4,206.1,60,1.3,Obesity Risk,0.9,"Reduce fat content, increase exercise",No,Yes
2025-10-05,2,Cat,Sphynx,Male,5.2,7.48,204.1,72,1.31,Obesity Risk,0.84,"Reduce fat content, increase exercise",No,No
2025-10-06,2,Cat,Sphynx,Male,5.2,7.52,194.1,77,1.32,Obesity Risk,0.88,"Reduce fat content, increase exercise",Yes,No
2025-10-07,2,Cat,Sphynx,Male,5.2,7.62,213.5,81,1.34,Obesity Risk,0.8,"Reduce fat content, increase exercise",No,No
2025-10-08,2,Cat,Sphynx,Male,5.2,7.54,200.2,73,1.32,Obesity Risk,0.77,"Reduce fat content, increase exercise",No,No
2025-10-09,2,Cat,Sphynx,Male,5.2,7.54,193.8,46,1.32,Obesity Risk,0.91,"Reduce fat content, increase exercise",No,No
2025-10-10,2,Cat,Sphynx,Male,5.2,7.68,183.4,73,1.35,Obesity Risk,0.76,"Reduce fat content, increase exercise",No,No
2025-10-11,2,Cat,Sphynx,Male,5.2,7.78,191.1,78,1.37,Obesity Risk,0.83,"Reduce fat content, increase exercise",No,No
2025-10-12,2,Cat,Sphynx,Male,5.2,7.86,158.8,55,1.38,Obesity Risk,0.93,"Reduce fat content, increase exercise",No,No
2025-10-13,2,Cat,Sphynx,Male,5.2,7.86,192.6,65,1.38,Obesity Risk,0.89,"Reduce fat content, increase exercise",No,No
2025-10-14,2,Cat,Sphynx,Male,5.2,7.86,201.1,79,1.38,Obesity Risk,0.85,"Reduce fat content, increase exercise",No,No
2025-10-15,2,Cat,Sphynx,Male,5.2,7.86,201.1,62,1.38,Obesity Risk,0.88,"Reduce fat content, increase exercise",No,No
2025-10-16,2,Cat,Sphynx,Male,5.2,7.86,162.4,56,1.38,Obesity Risk,0.93,"Reduce fat content, increase exercise",No,No
2025-10-17,2,Cat,Sphynx,Male,5.2,7.86,179.6,69,1.38,Obesity Risk,0.87,"Reduce fat content, increase exercise",No,No
2025-10-18,2,Cat,Sphynx,Male,5.2,7.86,165.9,69,1.38,Obesity Risk,0.96,"Reduce fat content, increase exercise",No,No
2025-10-19,2,Cat,Sphynx,Male,5.2,7.86,186.5,80,1.38,Obesity Risk,0.98,"Reduce fat content, increase exercise",No,No
2025-10-20,2,Cat,Sphynx,Male,5.2,7.86,179.9,63,1.38,Obesity Risk,0.77,"Reduce fat content, increase exercise",No,No
2025-10-21,2,Cat,Sphynx,Male,5.2,7.86,172.4,49,1.38,Obesity Risk,0.93,"Reduce fat content, increase exercise",No,No
2025-10-22,2,Cat,Sphynx,Male,5.2,7.86,168.4,67,1.38,Obesity Risk,0.78,"Reduce fat content, increase exercise",No,No
2025-10-23,2,Cat,Sphynx,Male,5.2,7.86,226.4,86,1.38,Obesity Risk,0.92,"Reduce fat content, increase exercise",No,No
2025-10-24,2,Cat,Sphynx,Male,5.2,7.86,199.4,88,1.38,Obesity Risk,0.95,"Reduce fat content, increase exercise",No,No
2025-10-25,2,Cat,Sphynx,Male,5.2,7.86,182.0,57,1.38,Obesity Risk,0.79,"Reduce fat content, increase exercise",No,No
2025-10-26,2,Cat,Sphynx,Male,5.2,7.8,165.7,73,1.37,Obesity Risk,0.99,"Reduce fat content, increase exercise",No,No
2025-10-27,2,Cat,Sphynx,Male,5.2,7.86,213.8,89,1.38,Obesity Risk,0.99,"Reduce fat content, increase exercise",No,No
2025-10-28,2,Cat,Sphynx,Male,5.2,7.86,182.5,48,1.38,Obesity Risk,0.92,"Reduce fat content, increase exercise",No,No
2025-10-29,2,Cat,Sphynx,Male,5.2,7.86,197.6,63,1.38,Obesity Risk,0.97,"Reduce fat content, increase exercise",No,No
2025-10-30,2,Cat,Sphynx,Male,5.2,7.86,219.9,83,1.38,Obesity Risk,0.81,"Reduce fat content, increase exercise",No,No
2025-10-31,2,Cat,Sphynx,Male,5.2,7.86,222.1,72,1.38,Obesity Risk,0.95,"Reduce fat content, increase exercise",No,No
2025-11-01,2,Cat,Sphynx,Male,5.2,7.86,200.7,83,1.38,Obesity Risk,0.89,"Reduce fat content, increase exercise",No,No
2025-11-02,2,Cat,Sphynx,Male,5.2,7.86,185.1,69,1.38,Obesity Risk,0.75,"Reduce fat content, increase exercise",No,No
2025-11-03,2,Cat,Sphynx,Male,5.2,7.86,200.4,76,1.38,Obesity Risk,0.83,"Reduce fat content, increase exercise",No,No
2025-09-05,3,Cat,Maine Coon,Male,1.1,7.64,271.6,23,4.78,Healthy,0.9,Maintain current routine,No,No
2025-09-06,3,Cat,Maine Coon,Male,1.1,7.63,260.8,33,4.77,Healthy,0.99,Maintain current routine,No,No
2025-09-07,3,Cat,Maine Coon,Male,1.1,7.54,282.0,41,4.71,Healthy,0.82,Maintain current routine,No,No
2025-09-08,3,Cat,Maine Coon,Male,1.1,7.71,264.1,35,4.82,Healthy,0.86,Maintain current routine,No,No
2025-09-09,3,Cat,Maine Coon,Male,1.1,7.74,237.6,40,4.84,Healthy,0.83,Maintain current routine,No,No
2025-09-10,3,Cat,Maine Coon,Male,1.1,7.72,243.8,37,4.83,Healthy,0.84,Maintain current routine,No,No
2025-09-11,3,Cat,Maine Coon,Male,1.1,7.84,209.8,23,4.9,Healthy,0.91,Maintain current routine,No,No
2025-09-12,3,Cat,Maine Coon,Male,1.1,8.02,268.8,32,5.01,Healthy,0.95,Maintain current routine,No,No
2025-09-13,3,Cat,Maine Coon,Male,1.1,8.22,303.1,37,5.14,Healthy,0.77,Maintain current routine,No,No
2025-09-14,3,Cat,Maine Coon,Male,1.1,8.27,214.5,37,5.17,Healthy,0.79,Maintain current routine,No,No
2025-09-15,3,Cat,Maine Coon,Male,1.1,8.48,289.9,43,5.3,Healthy,0.79,Maintain current routine,No,No
2025-09-16,3,Cat,Maine Coon,Male,1.1,8.6,247.2,40,5.38,Healthy,0.84,Maintain current routine,No,No
2025-09-17,3,Cat,Maine Coon,Male,1.1,8.62,256.4,36,5.39,Healthy,0.82,Maintain current routine,No,Yes
2025-09-18,3,Cat,Maine Coon,Male,1.1,8.54,291.5,35,5.34,Healthy,0.92,Maintain current routine,No,No
2025-09-19,3,Cat,Maine Coon,Male,1.1,8.75,298.7,24,5.47,Healthy,0.95,Maintain current routine,No,No
2025-09-20,3,Cat,Maine Coon,Male,1.1,8.72,267.5,36,5.45,Healthy,0.8,Maintain current routine,No,No
2025-09-21,3,Cat,Maine Coon,Male,1.1,8.69,262.5,20,5.43,Healthy,0.91,Maintain current routine,No,No
2025-09-22,3,Cat,Maine Coon,Male,1.1,8.7,272.7,21,5.44,Healthy,0.78,Maintain current routine,No,No
2025-09-23,3,Cat,Maine Coon,Male,1.1,8.69,292.4,21,5.43,Healthy,0.95,Maintain current routine,No,No
2025-09-24,3,Cat,Maine Coon,Male,1.1,8.75,257.0,31,5.47,Healthy,0.96,Maintain current routine,No,No
2025-09-25,3,Cat,Maine Coon,Male,1.1,8.78,244.7,44,5.49,Healthy,0.94,Maintain current routine,No,No
2025-09-26,3,Cat,Maine Coon,Male,1.1,8.92,325.2,33,5.57,Healthy,0.8,Maintain current routine,No,Yes
2025-09-27,3,Cat,Maine Coon,Male,1.1,9.0,264.6,25,5.62,Healthy,0.9,Maintain current routine,No,No
2025-09-28,3,Cat,Maine Coon,Male,1.1,9.03,260.6,34,5.64,Healthy,0.97,Maintain current routine,No,No
2025-09-29,3,Cat,Maine Coon,Male,1.1,9.16,206.7,39,5.73,Obesity Risk,0.82,"Reduce fat content, increase exercise",No,No
2025-09-30,3,Cat,Maine Coon,Male,1.1,9.35,310.2,29,5.84,Obesity Risk,0.98,"Reduce fat content, increase exercise",No,No
2025-10-01,3,Cat,Maine Coon,Male,1.1,9.5,290.8,23,5.93,Obesity Risk,0.77,"Reduce fat content, increase exercise",No,No
2025-10-02,3,Cat,Maine Coon,Male,1.1,9.68,255.6,24,6.05,Obesity Risk,0.87,"Reduce fat content, increase exercise",No,No
2025-10-03,3,Cat,Maine Coon,Male,1.1,9.69,269.1,32,6.05,Obesity Risk,0.88,"Reduce fat content, increase exercise",No,No
2025-10-04,3,Cat,Maine Coon,Male,1.1,9.64,223.8,42,6.02,Obesity Risk,0.79,"Reduce fat content, increase exercise",No,No
2025-10-05,3,Cat,Maine Coon,Male,1.1,9.73,235.8,41,6.08,Obesity Risk,0.85,"Reduce fat content, increase exercise",No,No
2025-10-06,3,Cat,Maine Coon,Male,1.1,9.79,273.9,22,6.12,Obesity Risk,0.98,"Reduce fat content, increase exercise",No,No
2025-10-07,3,Cat,Maine Coon,Male,1.1,9.72,238.2,38,6.08,Obesity Risk,0.78,"Reduce fat content, increase exercise",No,No
2025-10-08,3,Cat,Maine Coon,Male,1.1,9.73,244.9,28,6.08,Obesity Risk,0.96,"Reduce fat content, increase exercise",No,No
2025-10-09,3,Cat,Maine Coon,Male,1.1,9.63,310.3,36,6.02,Obesity Risk,0.94,"Reduce fat content, increase exercise",No,No
2025-10-10,3,Cat,Maine Coon,Male,1.1,9.73,260.3,44,6.08,Obesity Risk,0.87,"Reduce fat content, increase exercise",No,No
2025-10-11,3,Cat,Maine Coon,Male,1.1,9.86,281.4,30,6.16,Obesity Risk,0.79,"Reduce fat content, increase exercise",No,No
2025-10-12,3,Cat,Maine Coon,Male,1.1,9.86,243.3,34,6.16,Obesity Risk,0.97,"Reduce fat content, increase exercise",No,No
2025-10-13,3,Cat,Maine Coon,Male,1.1,9.86,220.1,33,6.16,Obesity Risk,0.93,"Reduce fat content, increase exercise",No,No
2025-10-14,3,Cat,Maine Coon,Male,1.1,9.8,294.8,33,6.12,Obesity Risk,0.78,"Reduce fat content, increase exercise",No,No
2025-10-15,3,Cat,Maine Coon,Male,1.1,9.86,260.1,22,6.16,Obesity Risk,0.78,"Reduce fat content, increase exercise",No,No
2025-10-16,3,Cat,Maine Coon,Male,1.1,9.86,284.5,25,6.16,Obesity Risk,0.81,"Reduce fat content, increase exercise",Yes,No
2025-10-17,3,Cat,Maine Coon,Male,1.1,9.86,239.4,44,6.16,Obesity Risk,0.95,"Reduce fat content, increase exercise",No,No
2025-10-18,3,Cat,Maine Coon,Male,1.1,9.86,274.3,41,6.16,Obesity Risk,0.78,"Reduce fat content, increase exercise",No,No
2025-10-19,3,Cat,Maine Coon,Male,1.1,9.86,250.3,36,6.16,Obesity Risk,0.91,"Reduce fat content, increase exercise",No,No
2025-10-20,3,Cat,Maine Coon,Male,1.1,9.8,204.6,37,6.13,Obesity Risk,0.88,"Reduce fat content, increase exercise",No,No
2025-10-21,3,Cat,Maine Coon,Male,1.1,9.86,313.4,21,6.16,Obesity Risk,0.84,"Reduce fat content, increase exercise",No,No
2025-10-22,3,Cat,Maine Coon,Male,1.1,9.86,295.4,24,6.16,Obesity Risk,0.91,"Reduce fat content, increase exercise",No,No
2025-10-23,3,Cat,Maine Coon,Male,1.1,9.86,259.1,21,6.16,Obesity Risk,0.97,"Reduce fat content, increase exercise",Yes,No
2025-10-24,3,Cat,Maine Coon,Male,1.1,9.8,216.9,40,6.13,Obesity Risk,0.79,"Reduce fat content, increase exercise",No,No
2025-10-25,3,Cat,Maine Coon,Male,1.1,9.72,290.2,42,6.08,Obesity Risk,0.94,"Reduce fat content, increase exercise",No,No
2025-10-26,3,Cat,Maine Coon,Male,1.1,9.86,258.3,43,6.16,Obesity Risk,0.77,"Reduce fat content, increase exercise",No,No
2025-10-27,3,Cat,Maine Coon,Male,1.1,9.76,280.0,38,6.1,Obesity Risk,0.98,"Reduce fat content, increase exercise",No,No
2025-10-28,3,Cat,Maine Coon,Male,1.1,9.86,263.1,43,6.16,Obesity Risk,0.95,"Reduce fat content, increase exercise",No,No
2025-10-29,3,Cat,Maine Coon,Male,1.1,9.84,312.4,21,6.15,Obesity Risk,0.93,"Reduce fat content, increase exercise",No,No
2025-10-30,3,Cat,Maine Coon,Male,1.1,9.86,301.4,25,6.16,Obesity Risk,0.92,"Reduce fat content, increase exercise",No,No
2025-10-31,3,Cat,Maine Coon,Male,1.1,9.81,217.1,39,6.13,Obesity Risk,0.9,"Reduce fat content, increase exercise",No,No
2025-11-01,3,Cat,Maine Coon,Male,1.1,9.86,260.6,25,6.16,Obesity Risk,0.79,"Reduce fat content, increase exercise",No,No
2025-11-02,3,Cat,Maine Coon,Male,1.1,9.86,282.2,23,6.16,Obesity Risk,0.86,"Reduce fat content, increase exercise",No,No
2025-11-03,3,Cat,Maine Coon,Male,1.1,9.79,215.7,24,6.12,Obesity Risk,0.99,"Reduce fat content, increase exercise",No,No
2025-09-05,4,Dog,Bulldog,Female,4.9,33.51,1138.1,126,6.21,Healthy,0.78,Maintain current routine,No,No
2025-09-06,4,Dog,Bulldog,Female,4.9,33.64,863.0,94,6.23,Healthy,0.98,Maintain current routine,No,No
2025-09-07,4,Dog,Bulldog,Female,4.9,33.8,871.9,103,6.26,Healthy,0.92,Maintain current routine,No,No
2025-09-08,4,Dog,Bulldog,Female,4.9,33.92,804.5,149,6.28,Healthy,0.78,Maintain current routine,No,No
2025-09-09,4,Dog,Bulldog,Female,4.9,34.07,988.6,130,6.31,Healthy,0.79,Maintain current routine,No,No
2025-09-10,4,Dog,Bulldog,Female,4.9,34.17,977.2,108,6.33,Healthy,0.88,Maintain current routine,No,No
2025-09-11,4,Dog,Bulldog,Female,4.9,34.28,993.9,93,6.35,Healthy,0.86,Maintain current routine,No,No
2025-09-12,4,Dog,Bulldog,Female,4.9,34.29,761.7,129,6.35,Healthy,0.86,Maintain current routine,No,No
2025-09-13,4,Dog,Bulldog,Female,4.9,34.34,704.9,127,6.36,Healthy,0.84,Maintain current routine,No,No
2025-09-14,4,Dog,Bulldog,Female,4.9,34.35,1057.3,136,6.36,Healthy,0.88,Maintain current routine,No,No
2025-09-15,4,Dog,Bulldog,Female,4.9,34.38,940.8,129,6.37,Healthy,0.83,Maintain current routine,No,Yes
2025-09-16,4,Dog,Bulldog,Female,4.9,34.38,778.0,140,6.37,Healthy,0.78,Maintain current routine,No,No
2025-09-17,4,Dog,Bulldog,Female,4.9,34.5,917.4,104,6.39,Healthy,0.89,Maintain current routine,No,No
2025-09-18,4,Dog,Bulldog,Female,4.9,34.44,1015.4,118,6.38,Healthy,0.82,Maintain current routine,No,No
2025-09-19,4,Dog,Bulldog,Female,4.9,34.41,872.9,126,6.37,Healthy,0.92,Maintain current routine,No,No
2025-09-20,4,Dog,Bulldog,Female,4.9,34.57,954.2,94,6.4,Healthy,0.83,Maintain current routine,No,No
2025-09-21,4,Dog,Bulldog,Female,4.9,34.59,712.4,127,6.41,Healthy,0.89,Maintain current routine,No,No
2025-09-22,4,Dog,Bulldog,Female,4.9,34.73,980.6,104,6.43,Healthy,0.79,Maintain current routine,No,No
2025-09-23,4,Dog,Bulldog,Female,4.9,34.63,1048.5,136,6.41,Healthy,0.89,Maintain current routine,No,No
2025-09-24,4,Dog,Bulldog,Female,4.9,34.69,875.1,125,6.42,Healthy,0.81,Maintain current routine,No,No
2025-09-25,4,Dog,Bulldog,Female,4.9,34.71,810.4,94,6.43,Healthy,0.82,Maintain current routine,No,No
2025-09-26,4,Dog,Bulldog,Female,4.9,34.66,856.1,132,6.42,Healthy,0.89,Maintain current routine,No,No
2025-09-27,4,Dog,Bulldog,Female,4.9,34.81,899.9,107,6.45,Healthy,0.97,Maintain current routine,No,Yes
2025-09-28,4,Dog,Bulldog,Female,4.9,34.98,922.9,125,6.48,Healthy,0.94,Maintain current routine,No,No
2025-09-29,4,Dog,Bulldog,Female,4.9,35.04,845.9,126,6.49,Healthy,0.9,Maintain current routine,No,No
2025-09-30,4,Dog,Bulldog,Female,4.9,34.96,961.9,143,6.47,Healthy,0.78,Maintain current routine,No,No
2025-10-01,4,Dog,Bulldog,Female,4.9,34.9,910.3,130,6.46,Healthy,0.99,Maintain current routine,No,Yes
2025-10-02,4,Dog,Bulldog,Female,4.9,34.86,990.3,135,6.46,Healthy,0.95,Maintain current routine,No,No
2025-10-03,4,Dog,Bulldog,Female,4.9,34.93,923.7,90,6.47,Healthy,0.85,Maintain current routine,No,No
2025-10-04,4,Dog,Bulldog,Female,4.9,35.06,1019.1,98,6.49,Healthy,0.8,Maintain current routine,No,No
2025-10-05,4,Dog,Bulldog,Female,4.9,35.24,996.8,146,6.53,Healthy,0.83,Maintain current routine,No,Yes
